Ticker,Company,Price
KRRO,"KORRO BIO, INC. (XNAS:KRRO)",$13.99 
LOCO,"EL POLLO LOCO HOLDINGS, INC (XNAS:LOCO)",$13.99 
FLYW,FLYWIRE CORPORATION (XNAS:FLYW),$14.00 
ALOT,"AstroNova, Inc. (XNAS:ALOT)",$14.01 
ATGL,Alpha Technology Group Limited (XNAS:ATGL),$14.01 
CPZ,Calamos Long/Short Equity & Dynamic Income Trust (XNAS:CPZ),$14.02 
ACNT,ASCENT INDUSTRIES CO. (XNAS:ACNT),$14.08 
BUUU,BUUU Group Limited (XNAS:BUUU),$14.17 
OPBK,OP BANCORP (XNAS:OPBK),$14.17 
DNNG,LeverageShs 2X Lg DNN D (XNAS:DNNG),$14.18 
PBFS,"PIONEER BANCORP, INC. (XNAS:PBFS)",$14.19 
ADPT,ADAPTIVE BIOTECHNOLOGIES CORPORATION (XNAS:ADPT),$14.20 
HDL,SUPER HI INTERNATIONAL HOLDING LTD. (XNAS:HDL),$14.21 
EYPT,"EYEPOINT, INC. (XNAS:EYPT)",$14.24 
BIDG,LeverageShs 2X Lg BIDU D (XNAS:BIDG),$14.26 
MBBC,"MARATHON BANCORP, INC. (XNAS:MBBC)",$14.27 
SHIP,SEANERGY MARITIME HOLDINGS CORP. (XNAS:SHIP),$14.31 
VRDN,"Viridian Therapeutics, Inc. (XNAS:VRDN)",$14.33 
WLAC,Willow Lane Acquisition Corp. (XNAS:WLAC),$14.34 
BODI,"THE BEACHBODY COMPANY, INC. (XNAS:BODI)",$14.41 
INMD,INMODE LTD (XNAS:INMD),$14.41 
HFSP,TradersAI LC Eqty & Cash (XNAS:HFSP),$14.43 
LYFT,"LYFT, INC. (XNAS:LYFT)",$14.44 
FOLD,"AMICUS THERAPEUTICS, INC. (XNAS:FOLD)",$14.46 
AMRN,AMARIN CORPORATION PLC (XNAS:AMRN),$14.50 
AVTX,"AVALO THERAPEUTICS, INC. (XNAS:AVTX)",$14.50 
NSYS,Nortech Systems Incorporated (XNAS:NSYS),$14.50 
NVYY,Grnshs:YieldBOOST NV (XNAS:NVYY),$14.50 
BSET,"BASSETT FURNITURE INDUSTRIES, INCORPORATED (XNAS:BSET)",$14.52 
PGY,PAGAYA TECHNOLOGIES LTD (XNAS:PGY),$14.52 
VTRS,VIATRIS INC. (XNAS:VTRS),$14.52 
HCM,HUTCHMED (CHINA) LIMITED (XNAS:HCM),$14.56 
NCEW,NEW CENTURY LOGISTICS (BVI) LIMITED (XNAS:NCEW),$14.59 
MITK,"MITEK SYSTEMS, INC. (XNAS:MITK)",$14.61 
OMDA,"OMADA HEALTH, INC. (XNAS:OMDA)",$14.61 
TH,TARGET HOSPITALITY CORP. (XNAS:TH),$14.61 
PLRZ,POLYRIZON LTD (XNAS:PLRZ),$14.64 
LPTH,"LIGHTPATH TECHNOLOGIES, INC. (XNAS:LPTH)",$14.65 
TMCR,THE METALS ROYALTY COMPANY INC. (XNAS:TMCR),$14.65 
SONO,"SONOS, INC. (XNAS:SONO)",$14.71 
SGRY,"SURGERY PARTNERS, INC. (XNAS:SGRY)",$14.73 
MRTN,"MARTEN TRANSPORT, LTD. (XNAS:MRTN)",$14.75 
TFSL,TFS FINANCIAL CORPORATION (XNAS:TFSL),$14.76 
YBTY,Grnshs:YieldBOOST TopYld (XNAS:YBTY),$14.76 
PENN,"PENN Entertainment, Inc. (XNAS:PENN)",$14.77 
TRVI,"TREVI THERAPEUTICS, INC. (XNAS:TRVI)",$14.80 
RMBI,"RICHMOND MUTUAL BANCORPORATION, INC. (XNAS:RMBI)",$14.82 
SWBI,"SMITH & WESSON BRANDS, INC. (XNAS:SWBI)",$14.86 
METC,"RAMACO RESOURCES, INC. (XNAS:METC)",$14.92 
METD,Direxion:META Bear 1X (XNAS:METD),$14.96 
VELO,"VELO3D, INC. (XNAS:VELO)",$14.96 
COTG,LeverageShs 2X Lg COST D (XNAS:COTG),$15.02 
EFTY,"ETOILES CAPITAL GROUP CO., LTD (XNAS:EFTY)",$15.02 
FDSB,"FIFTH DISTRICT BANCORP, INC. (XNAS:FDSB)",$15.04 
RFIL,"RF INDUSTRIES, LTD. (XNAS:RFIL)",$15.06 
UUUG,LeverageShs 2X Lg UUUU D (XNAS:UUUG),$15.07 
STNE,STONECO LTD. (XNAS:STNE),$15.08 
COEP,COEPTIS THERAPEUTICS HOLDINGS INC. (XNAS:COEP),$15.10 
INSG,INSEEGO CORP. (XNAS:INSG),$15.12 
MAT,"MATTEL, INC. (XNAS:MAT)",$15.15 
ORCU,Direxion:Dly ORCL Bull (XNAS:ORCU),$15.15 
LWLG,"LIGHTWAVE LOGIC, INC. (XNAS:LWLG)",$15.16 
VRRM,VERRA MOBILITY CORPORATION (XNAS:VRRM),$15.18 
SLP,"SIMULATIONS PLUS, INC. (XNAS:SLP)",$15.19 
SOGP,Sound Group Inc. (XNAS:SOGP),$15.19 
YSPY,Grnshs:YieldBOOST SPY (XNAS:YSPY),$15.21 
DVAL,BdywnGL Dy US LCap Value (XNAS:DVAL),$15.22 
TSL,GrnShs:1.25x Lg TSLA Dly (XNAS:TSL),$15.26 
MCHB,MECHANICS BANCORP (XNAS:MCHB),$15.30 
VOD,VODAFONE GROUP PUBLIC LIMITED COMPANY (XNAS:VOD),$15.31 
VOR,VOR BIOPHARMA INC. (XNAS:VOR),$15.32 
XRPC,Canary XRP (XNAS:XRPC),$15.33 
QRMI,Glbl X NAS 100 R Mgd Inc (XNAS:QRMI),$15.37 
JANX,"JANUX THERAPEUTICS, INC. (XNAS:JANX)",$15.39 
GLDY,Defiance Gold Enh Op In (XNAS:GLDY),$15.43 
VHC,VIRNETX HOLDING CORPORATION (XNAS:VHC),$15.43 
TDOT,21Shares Polkadot ETF (XNAS:TDOT),$15.46 
FBYD,"FALCON'S BEYOND GLOBAL, INC. (XNAS:FBYD)",$15.50 
SOHU,SOHU.COM LIMITED (XNAS:SOHU),$15.50 
ANIK,"ANIKA THERAPEUTICS, INC. (XNAS:ANIK)",$15.55 
SIFY,Sify Technologies Limited (XNAS:SIFY),$15.57 
NAVN,"NAVAN, INC. (XNAS:NAVN)",$15.58 
ESOA,ENERGY SERVICES OF AMERICA CORPORATION (XNAS:ESOA),$15.59 
SHC,SOTERA HEALTH COMPANY (XNAS:SHC),$15.63 
CMCO,COLUMBUS MCKINNON CORPORATION (XNAS:CMCO),$15.64 
AFYA,Afya Limited (XNAS:AFYA),$15.65 
RBKB,"RHINEBECK BANCORP, INC. (XNAS:RBKB)",$15.65 
FVCB,"FVCBankcorp, Inc. (XNAS:FVCB)",$15.73 
MESO,MESOBLAST LIMITED (XNAS:MESO),$15.74 
ODD,ODDITY TECH LTD (XNAS:ODD),$15.74 
EWZS,iShares:MSCI Brz Sm-Cap (XNAS:EWZS),$15.75 
PALU,Direxion:Dly PANW Bu 2x (XNAS:PALU),$15.75 
ARQQ,Arqit Quantum Inc (XNAS:ARQQ),$15.76 
BABU,Direxion:Dly BABA Bll 2X (XNAS:BABU),$15.82 
SLRC,SLR INVESTMENT CORP. (XNAS:SLRC),$15.82 
XYZG,LeverageShs 2X Lg XYZ D (XNAS:XYZG),$15.82 
CPHC,CANTERBURY PARK HOLDING CORPORATION (XNAS:CPHC),$15.83 
FFIC,FLUSHING FINANCIAL CORPORATION (XNAS:FFIC),$15.83 
BWAY,BRAINSWAY LTD (XNAS:BWAY),$15.85 
IMXI,"INTERNATIONAL MONEY EXPRESS, INC. (XNAS:IMXI)",$15.89 
YBST,Grnshs:YieldBOOST SSU (XNAS:YBST),$15.92 
GRPN,"GROUPON, INC. (XNAS:GRPN)",$15.93 
QBTZ,Defiance DT 2x Sh QBTS (XNAS:QBTZ),$15.93 
LSBK,"LAKE SHORE BANCORP., INC. (XNAS:LSBK)",$15.94 
ARMG,LeverageShs 2X Lg ARM D (XNAS:ARMG),$15.95 
CLST,"CATALYST BANCORP, INC. (XNAS:CLST)",$15.95 
NBIG,LeverageShs 2X Lg NBIS D (XNAS:NBIG),$15.95 
KRNT,KORNIT DIGITAL LTD (XNAS:KRNT),$15.96 
BRBI,BRBI BR Partners SA (XNAS:BRBI),$16.00 
HYNE,"HOYNE BANCORP, INC. (XNAS:HYNE)",$16.00 
BOEG,LeverageShs 2X Lg BA D (XNAS:BOEG),$16.03 
TRIN,TRINITY CAPITAL INC. (XNAS:TRIN),$16.04 
HNRG,Hallador Energy Company (XNAS:HNRG),$16.05 
QCMU,Direxion:Dly QCOM Bll 2X (XNAS:QCMU),$16.05 
LIFE,Ethos Technologies Inc (XNAS:LIFE),$16.11 
ANL,Adlai Nortye Ltd (XNAS:ANL),$16.13 
UBCP,"UNITED BANCORP, INC. (XNAS:UBCP)",$16.14 
FINW,FINWISE BANCORP (XNAS:FINW),$16.18 
FUSB,"FIRST US BANCSHARES, INC (XNAS:FUSB)",$16.18 
AMYY,GrnShs:YieldBOOST AMD (XNAS:AMYY),$16.21 
LITP,Sprott Lithium Miners (XNAS:LITP),$16.21 
UPSG,LeverageShs 2X Lg UPS D (XNAS:UPSG),$16.21 
OLMA,"OLEMA PHARMACEUTICALS, INC. (XNAS:OLMA)",$16.24 
GPRE,GREEN PLAINS INC. (XNAS:GPRE),$16.25 
FLGT,"FULGENT GENETICS, INC. (XNAS:FLGT)",$16.29 
AEVA,"AEVA TECHNOLOGIES, INC. (XNAS:AEVA)",$16.32 
KIDS,ORTHOPEDIATRICS CORP. (XNAS:KIDS),$16.37 
EVER,"EVERQUOTE, INC. (XNAS:EVER)",$16.39 
GAIN,GLADSTONE INVESTMENT CORPORATION (XNAS:GAIN),$16.39 
LOVE,THE LOVESAC COMPANY (XNAS:LOVE),$16.40 
AUPH,Aurinia Pharmaceuticals Inc. (XNAS:AUPH),$16.42 
MDIV,FT VI:Mlt-Asst Dvsfd Inc (XNAS:MDIV),$16.43 
KBWY,Invesco KBW PYE REIT (XNAS:KBWY),$16.51 
RLAY,"RELAY THERAPEUTICS, INC. (XNAS:RLAY)",$16.51 
HURC,"HURCO COMPANIES, INC. (XNAS:HURC)",$16.52 
RMR,THE RMR GROUP INC. (XNAS:RMR),$16.52 
BSCV,Invesco Blt 2031 CB (XNAS:BSCV),$16.53 
NMRK,"NEWMARK GROUP, INC. (XNAS:NMRK)",$16.55 
NTLA,"INTELLIA THERAPEUTICS, INC. (XNAS:NTLA)",$16.57 
TBPH,"Theravance Biopharma, Inc. (XNAS:TBPH)",$16.57 
FIVN,"FIVE9, INC. (XNAS:FIVN)",$16.59 
SBGI,"SINCLAIR, INC. (XNAS:SBGI)",$16.59 
FRBA,FIRST BANK (XNAS:FRBA),$16.61 
NRIX,"NURIX THERAPEUTICS, INC. (XNAS:NRIX)",$16.63 
LCNB,LCNB CORP. (XNAS:LCNB),$16.64 
SNCY,"SUN COUNTRY AIRLINES HOLDINGS, INC. (XNAS:SNCY)",$16.64 
ASST,"STRIVE, INC. (XNAS:ASST)",$16.66 
TSSI,"TSS, INC. (XNAS:TSSI)",$16.67 
USAU,U.S. GOLD CORP (XNAS:USAU),$16.71 
CMGG,LeverageShs 2X Lg CMG D (XNAS:CMGG),$16.72 
NFXS,Direxion:Dly NFLX Br 1X (XNAS:NFXS),$16.72 
SHPU,Direxion:SHOP Bull 2X (XNAS:SHPU),$16.73 
AZYY,GrnShs:YieldBOOST AMZN (XNAS:AZYY),$16.75 
BSCU,Invesco Blt 2030 CB (XNAS:BSCU),$16.78 
PLTG,LeverageShs 2X Lg PLTR D (XNAS:PLTG),$16.78 
TCX,TUCOWS INC. (XNAS:TCX),$16.79 
HBAN,HUNTINGTON BANCSHARES INCORPORATED (XNAS:HBAN),$16.82 
SHEN,Shenandoah Telecommunications Company (XNAS:SHEN),$16.85 
ALBG,LeverageShs 2X Lg ALB D (XNAS:ALBG),$16.89 
TCBS,"TEXAS COMMUNITY BANCSHARES, INC. (XNAS:TCBS)",$16.90 
ADTN,"ADTRAN HOLDINGS, INC. (XNAS:ADTN)",$16.95 
NPCE,"NEUROPACE, INC. (XNAS:NPCE)",$16.98 
UNHG,LeverageShs 2X Lg UNH D (XNAS:UNHG),$17.01 
PROV,"PROVIDENT FINANCIAL HOLDINGS, INC. (XNAS:PROV)",$17.03 
MDWD,MEDIWOUND LTD (XNAS:MDWD),$17.08 
PHAR,Pharming Group NV (XNAS:PHAR),$17.08 
SEMY,Grnshs:YieldBOOST Smcdtr (XNAS:SEMY),$17.08 
YBMN,Defiance BMNR Option Inc (XNAS:YBMN),$17.11 
MFLX,FT VIII:Flx Mun High Inc (XNAS:MFLX),$17.13 
KINS,"KINGSTONE COMPANIES, INC. (XNAS:KINS)",$17.14 
TIPT,TIPTREE INC. (XNAS:TIPT),$17.14 
EKG,FT II:Nsdq Lux Digi Hlth (XNAS:EKG),$17.16 
DKNX,Defiance DT 2X Long DKNG (XNAS:DKNX),$17.20 
UBRL,GnrShs:2x Long UBER Dly (XNAS:UBRL),$17.20 
KC,KINGSOFT CLOUD HOLDINGS LIMITED (XNAS:KC),$17.22 
MLTX,MOONLAKE IMMUNOTHERAPEUTICS (XNAS:MLTX),$17.22 
FOXF,FOX FACTORY HOLDING CORP. (XNAS:FOXF),$17.23 
OPRA,OPERA LIMITED (XNAS:OPRA),$17.23 
NUGY,Grnshs:YieldBOOST Gld Mn (XNAS:NUGY),$17.28 
WYFI,"WHITEFIBER, INC. (XNAS:WYFI)",$17.28 
CHCI,"COMSTOCK HOLDING COMPANIES, INC. (XNAS:CHCI)",$17.29 
SOLC,Canary Marinade Solana (XNAS:SOLC),$17.29 
YB,Yuanbao Inc. (XNAS:YB),$17.31 
HERZ,Herzfeld Credit Income (XNAS:HERZ),$17.33 
EMPG,Empro Group Inc (XNAS:EMPG),$17.36 
MOVE,"CORVEX, INC. (XNAS:MOVE)",$17.36 
PTIR,GrnShs:2x Long PLTR Dly (XNAS:PTIR),$17.39 
MLKN,"MILLERKNOLL, INC. (XNAS:MLKN)",$17.40 
MKTW,"MARKETWISE, INC. (XNAS:MKTW)",$17.45 
PDLB,"PONCE FINANCIAL GROUP, INC. (XNAS:PDLB)",$17.45 
CPBI,"CENTRAL PLAINS BANCSHARES, INC. (XNAS:CPBI)",$17.46 
ALKT,"ALKAMI TECHNOLOGY, INC. (XNAS:ALKT)",$17.50 
NRC,NATIONAL RESEARCH CORPORATION (XNAS:NRC),$17.50 
PHOE,Phoenix Asia Holdings Limited (XNAS:PHOE),$17.50 
PLTS,Platinum Analytics Cayman Limited (XNAS:PLTS),$17.50 
AMLX,"AMYLYX PHARMACEUTICALS, INC. (XNAS:AMLX)",$17.52 
QQQT,Defiance N100 Inc Trgt (XNAS:QQQT),$17.54 
HBNC,"HORIZON BANCORP, INC. (XNAS:HBNC)",$17.55 
MNRO,"MONRO, INC. (XNAS:MNRO)",$17.57 
NN,NEXTNAV INC. (XNAS:NN),$17.57 
EXTR,"EXTREME NETWORKS, INC. (XNAS:EXTR)",$17.58 
PDBC,Invesco OYDCS No K-1 (XNAS:PDBC),$17.59 
GILT,GILAT SATELLITE NETWORKS LTD. (XNAS:GILT),$17.63 
VRM,"Vroom, Inc. (XNAS:VRM)",$17.65 
RIVN,"RIVIAN AUTOMOTIVE, INC. (XNAS:RIVN)",$17.74 
FCXG,LeverageShs 2X Lg FCX D (XNAS:FCXG),$17.76 
NIKL,Sprott Nickel Miners (XNAS:NIKL),$17.77 
QURE,Uniqure NV (XNAS:QURE),$17.78 
PMTS,CPI CARD GROUP INC. (XNAS:PMTS),$17.79 
QYLD,Glbl X NASDAQ 100 CC (XNAS:QYLD),$17.79 
SATG,LeverageShs 2X Lg SATS D (XNAS:SATG),$17.79 
CRVS,"CORVUS PHARMACEUTICALS, INC. (XNAS:CRVS)",$17.85 
PRTC,PURETECH HEALTH PLC (XNAS:PRTC),$17.85 
APC,ARKO PETROLEUM CORP. (XNAS:APC),$17.90 
MGYR,"MAGYAR BANCORP, INC. (XNAS:MGYR)",$17.90 
PRE,Prenetics Global Ltd (XNAS:PRE),$17.96 
PGNY,"PROGYNY, INC. (XNAS:PGNY)",$17.99 
ASYS,"AMTECH SYSTEMS, INC. (XNAS:ASYS)",$18.00 
CSCS,Direxion:Dly CSCO Br 1X (XNAS:CSCS),$18.00 
PARK,Park Dental Partners Inc (XNAS:PARK),$18.00 
TWIN,"TWIN DISC, INCORPORATED (XNAS:TWIN)",$18.01 
WSBF,"WATERSTONE FINANCIAL, INC. (XNAS:WSBF)",$18.01 
ASRT,"ASSERTIO HOLDINGS, INC. (XNAS:ASRT)",$18.03 
CLBK,"COLUMBIA FINANCIAL, INC. (XNAS:CLBK)",$18.04 
FTRI,FT II:Indxx Gl NR Inc (XNAS:FTRI),$18.04 
NCNO,"NCINO, INC. (XNAS:NCNO)",$18.05 
VBNK,VERSABANK (XNAS:VBNK),$18.06 
PSNY,POLESTAR AUTOMOTIVE HOLDING UK PLC (XNAS:PSNY),$18.11 
ETHA,iShares Ethereum Trust (XNAS:ETHA),$18.13 
ESCA,"ESCALADE, INCORPORATED (XNAS:ESCA)",$18.17 
ECBK,"ECB BANCORP, INC. (XNAS:ECBK)",$18.28 
LIND,"LINDBLAD EXPEDITIONS HOLDINGS, INC. (XNAS:LIND)",$18.33 
BIOA,"BIOAGE LABS, INC. (XNAS:BIOA)",$18.36 
IREG,LeverageShs 2X Lg IREN D (XNAS:IREG),$18.38 
RGTI,"RIGETTI COMPUTING, INC. (XNAS:RGTI)",$18.38 
ESN,Essential 40 Stock (XNAS:ESN),$18.39 
GDEV,GDEV Inc. (XNAS:GDEV),$18.40 
BWB,"BRIDGEWATER BANCSHARES, INC. (XNAS:BWB)",$18.41 
NVDG,LeverageShs 2X Lg NVDA D (XNAS:NVDG),$18.46 
NVTS,NAVITAS SEMICONDUCTOR CORPORATION (XNAS:NVTS),$18.47 
RIOT,"RIOT PLATFORMS, INC. (XNAS:RIOT)",$18.48 
BCAL,California BanCorp (XNAS:BCAL),$18.50 
HUTG,LeverageShs 2X Lg HUT D (XNAS:HUTG),$18.51 
ELE,ELEMENTAL ROYALTY CORPORATION (XNAS:ELE),$18.55 
SRBK,"SR BANCORP, INC. (XNAS:SRBK)",$18.55 
JSM,NAVIENT CORPORATION (XNAS:JSM),$18.59 
RJET,REPUBLIC AIRWAYS HOLDINGS INC. (XNAS:RJET),$18.63 
LI,Li Auto Inc. (XNAS:LI),$18.65 
ACFN,"ACORN ENERGY, INC. (XNAS:ACFN)",$18.66 
BSCT,Invesco Blt 2029 CB (XNAS:BSCT),$18.68 
GLRE,"GREENLIGHT CAPITAL RE, LTD. (XNAS:GLRE)",$18.69 
OCFC,OCEANFIRST FINANCIAL CORP. (XNAS:OCFC),$18.78 
ACEP,EA:ARS Core Eqty Pft (XNAS:ACEP),$18.80 
FDUS,FIDUS INVESTMENT CORPORATION (XNAS:FDUS),$18.80 
FONR,FONAR CORPORATION (XNAS:FONR),$18.80 
SLDE,"SLIDE INSURANCE HOLDINGS, INC. (XNAS:SLDE)",$18.81 
STRZ,STARZ ENTERTAINMENT CORP. (XNAS:STRZ),$18.81 
XOVR,ERShares:Prvt-Pub Cros (XNAS:XOVR),$18.82 
SOFA,Direxion:Dly SOFI Bll 2X (XNAS:SOFA),$18.85 
GLAD,GLADSTONE CAPITAL CORPORATION (XNAS:GLAD),$18.88 
EVMT,Invesco EVMCS No K-1 (XNAS:EVMT),$18.93 
ABNG,LeverageShs 2X Lg ABNB D (XNAS:ABNG),$18.94 
GHRS,GH RESEARCH PUBLIC LIMITED COMPANY (XNAS:GHRS),$18.95 
LDSF,FT VIII:Low Dur Str Foc (XNAS:LDSF),$19.00 
SCVL,"SHOE CARNIVAL, INC. (XNAS:SCVL)",$19.04 
SOFI,"SOFI TECHNOLOGIES, INC. (XNAS:SOFI)",$19.06 
ARCC,ARES CAPITAL CORPORATION. (XNAS:ARCC),$19.10 
QAT,iShares:MSCI Qatar (XNAS:QAT),$19.11 
DCBO,Docebo Inc. (XNAS:DCBO),$19.17 
SHBI,"SHORE BANCSHARES, INC. (XNAS:SHBI)",$19.18 
VISN,"VISTANCE NETWORKS, INC. (XNAS:VISN)",$19.19 
TSUI,21Shares Sui (XNAS:TSUI),$19.20 
ELIL,Direxion:Dly LLY Bull 2X (XNAS:ELIL),$19.24 
SBU,LeverageShs 2X Lg SBUX D (XNAS:SBU),$19.24 
DAKT,"DAKTRONICS, INC (XNAS:DAKT)",$19.27 
FRD,"FRIEDMAN INDUSTRIES, INCORPORATED (XNAS:FRD)",$19.32 
CSQ,Calamos Strat Tot Ret (XNAS:CSQ),$19.33 
USCB,"USCB FINANCIAL HOLDINGS, INC. (XNAS:USCB)",$19.35 
CRTO,Criteo SA (XNAS:CRTO),$19.37 
FEAT,YieldMax DW Featured 5I (XNAS:FEAT),$19.37 
TSCM,TimesSquare Qty Md Cp Gr (XNAS:TSCM),$19.40 
CUSD,CrossingBridge UlSh Dur (XNAS:CUSD),$19.43 
UAE,iShares:MSCI UAE (XNAS:UAE),$19.43 
CIFR,CIPHER DIGITAL INC. (XNAS:CIFR),$19.44 
HFBL,"HOME FEDERAL BANCORP, INC. OF LOUISIANA (XNAS:HFBL)",$19.45 
TDOG,21Shares Dogecoin ETF (XNAS:TDOG),$19.49 
BSCQ,Invesco Blt 2026 CB (XNAS:BSCQ),$19.52 
AQWA,Glbl X Clean Water ETF (XNAS:AQWA),$19.55 
KALV,"KALVISTA PHARMACEUTICALS, INC. (XNAS:KALV)",$19.56 
SNWV,"SANUWAVE HEALTH, INC. (XNAS:SNWV)",$19.56 
SBRA,"SABRA HEALTH CARE REIT, INC. (XNAS:SBRA)",$19.57 
LMNX,Defiance DT 2x Long LMND (XNAS:LMNX),$19.60 
BSCR,Invesco Blt 2027 CB (XNAS:BSCR),$19.63 
DBVT,Dbv Technologies SA (XNAS:DBVT),$19.64 
DAPP,VanEck:Digi Trans (XNAS:DAPP),$19.66 
DYN,"Dyne Therapeutics, Inc. (XNAS:DYN)",$19.67 
MFIG,RBB:Motley Fool Innov GF (XNAS:MFIG),$19.68 
VAVX,VanEck Avalanche ETF (XNAS:VAVX),$19.70 
BBGI,"BEASLEY BROADCAST GROUP, INC. (XNAS:BBGI)",$19.73 
IBTK,iShares:iBd D2030T Trs (XNAS:IBTK),$19.74 
HELE,HELEN OF TROY LIMITED (XNAS:HELE),$19.77 
BANX,ARROWMARK FINANCIAL CORP. (XNAS:BANX),$19.78 
NCIQ,Hashdex Nas CME Crypt Id (XNAS:NCIQ),$19.80 
ICLN,iShares:Gl Cl Energy (XNAS:ICLN),$19.85 
SSS,CYBERHORNET:SP500 & SolS (XNAS:SSS),$19.91 
SMTI,SANARA MEDTECH INC. (XNAS:SMTI),$19.96 
UPBD,"UPBOUND GROUP, INC. (XNAS:UPBD)",$19.96 
GEN,GEN DIGITAL INC. (XNAS:GEN),$19.99 
MGPI,"MGP INGREDIENTS, INC. (XNAS:MGPI)",$20.03 
BVFL,"BV FINANCIAL, INC. (XNAS:BVFL)",$20.04 
ZBIO,"ZENAS BIOPHARMA, INC. (XNAS:ZBIO)",$20.07 
TWFG,"TWFG, INC. (XNAS:TWFG)",$20.12 
CCSB,Carbon Collective SD GrB (XNAS:CCSB),$20.13 
BU,Defiance DT 2X Long B (XNAS:BU),$20.18 
MRBK,Meridian Corporation (XNAS:MRBK),$20.20 
DNLI,DENALI THERAPEUTICS INC. (XNAS:DNLI),$20.25 
EBC,"EASTERN BANKSHARES, INC. (XNAS:EBC)",$20.25 
DADS,Tidal:Digital Ast Db Str (XNAS:DADS),$20.28 
FGSI,FT IV:GS&T Inc (XNAS:FGSI),$20.34 
GTX,GARRETT MOTION INC. (XNAS:GTX),$20.34 
XXX,CYBERHORNET:SP500 & XRPS (XNAS:XXX),$20.34 
CVBF,CVB FINANCIAL CORP. (XNAS:CVBF),$20.37 
JCAP,"JEFFERSON CAPITAL, INC. (XNAS:JCAP)",$20.38 
XP,XP Inc. (XNAS:XP),$20.38 
CLOU,Glbl X Cloud Computing (XNAS:CLOU),$20.39 
IBTL,iShares:iBd D2031T Trs (XNAS:IBTL),$20.40 
PAYP,PayPay Corporation (XNAS:PAYP),$20.41 
TITN,TITAN MACHINERY INC. (XNAS:TITN),$20.41 
BSCS,Invesco Blt 2028 CB (XNAS:BSCS),$20.43 
BRKU,Direxion:Dly BRKB Bll 2X (XNAS:BRKU),$20.45 
CAI,"CARIS LIFE SCIENCES, INC. (XNAS:CAI)",$20.50 
CZWI,"CITIZENS COMMUNITY BANCORP, INC (XNAS:CZWI)",$20.53 
MFVL,RBB:Motley Fool Val Fctr (XNAS:MFVL),$20.54 
WULF,TERAWULF INC. (XNAS:WULF),$20.55 
ISSC,"INNOVATIVE SOLUTIONS AND SUPPORT, INC. (XNAS:ISSC)",$20.57 
PDDL,GrnShs:2x Long PDD Dly (XNAS:PDDL),$20.57 
TENB,"TENABLE HOLDINGS, INC. (XNAS:TENB)",$20.57 
MSFL,GrnShs:2x Lg MSFT Dly (XNAS:MSFL),$20.58 
LOGO,Alph Br Cns Ldrs (XNAS:LOGO),$20.61 
CDNA,"CAREDX, INC. (XNAS:CDNA)",$20.63 
SRPT,"SAREPTA THERAPEUTICS, INC. (XNAS:SRPT)",$20.64 
BSCZ,Invesco Blt 2035 CB (XNAS:BSCZ),$20.67 
BSCW,Invesco Blt 2032 CB (XNAS:BSCW),$20.70 
LYTS,LSI INDUSTRIES INC. (XNAS:LYTS),$20.71 
EEE,CYBERHORNET:SP500 & EthS (XNAS:EEE),$20.74 
HMH,HMH HOLDING INC. (XNAS:HMH),$20.74 
USGG,LeverageShs 2X Lg USAR D (XNAS:USGG),$20.76 
TNDM,"Tandem Diabetes Care, Inc. (XNAS:TNDM)",$20.78 
CPB,THE CAMPBELL'S COMPANY (XNAS:CPB),$20.82 
EDRY,EuroDry Ltd. (XNAS:EDRY),$20.83 
HST,"HOST HOTELS & RESORTS, INC. (XNAS:HST)",$20.85 
BNR,Burning Rock Biotech Limited (XNAS:BNR),$20.86 
BSCY,Invesco Blt 2034 CB (XNAS:BSCY),$20.86 
REYN,REYNOLDS CONSUMER PRODUCTS INC. (XNAS:REYN),$20.86 
CARY,Angel Oak Inc (XNAS:CARY),$20.92 
NEMG,LeverageShs 2X Lg NEM D (XNAS:NEMG),$20.94 
RELY,"REMITLY GLOBAL, INC. (XNAS:RELY)",$20.94 
PRAA,"PRA GROUP, INC. (XNAS:PRAA)",$20.95 
GLUE,"MONTE ROSA THERAPEUTICS, INC. (XNAS:GLUE)",$20.98 
AMPH,"AMPHASTAR PHARMACEUTICALS, INC. (XNAS:AMPH)",$20.99 
RTXG,LeverageShs 2X Lg RTX D (XNAS:RTXG),$20.99 
ALHC,"ALIGNMENT HEALTHCARE, INC. (XNAS:ALHC)",$21.01 
CVNX,Defiance DT 2X Long CVNA (XNAS:CVNX),$21.03 
BSMV,Invesco Blt 2031 MB (XNAS:BSMV),$21.04 
FTQI,FT VI:Nsdq BuyWrite Inc (XNAS:FTQI),$21.06 
ILIT,iShares:Lit Min and Prod (XNAS:ILIT),$21.06 
KJD,KraneShs:2x Lng JD Dly (XNAS:KJD),$21.09 
SFNC,SIMMONS FIRST NATIONAL CORPORATION (XNAS:SFNC),$21.17 
ALMU,"Aeluma, Inc. (XNAS:ALMU)",$21.19 
CORZ,"CORE SCIENTIFIC, INC. (XNAS:CORZ)",$21.19 
PAA,PLAINS ALL AMERICAN PIPELINE UNT (XNAS:PAA),$21.20 
OSBC,"OLD SECOND BANCORP, INC. (XNAS:OSBC)",$21.21 
YSWY,Yesway Inc (XNAS:YSWY),$21.23 
JMSB,"John Marshall Bancorp, Inc. (XNAS:JMSB)",$21.24 
BSJT,Invesco Blt 2029 HY (XNAS:BSJT),$21.25 
